1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
780,9/9/76,940,149,83,M2W,12/31/06,A,1.1,1.12,"947,157","260,505","4,485","619,540",0,"524,651","682,979","214,332",0,"123,708",0,"123,708",0,"17,922",0,"118,800","118,800",0,20,2,0,0,"141,630",120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0,
781,1/15/75,858,228,51,SEC13A,12/31/06,D,0.91,0.48,"302,303","80,105","4,185","240,465",0,"150,197","405,218","93,812",0,"110,184","25,852","84,332",0,"7,476","3,850","85,000","85,000",0,4,5,1,"44,462","121,510",96,24,72,0,0,0,96,0,0,0,0,1.45,5,63,11,14,3,0,0,
783,2/11/75,547,175,76,SEC13A,12/31/06,B,1.08,0.59,"201,530","48,652","1,817","139,974",0,"97,857","245,726","61,545","17,091","62,450","10,137","52,313",0,"11,086","3,235","47,500","47,500",0,8,4,0,"59,639","76,771",45,22,23,0,0,0,45,0,0,0,0,2.76,2,0,11,28,2,2,0,
784,11/19/74,675,229,15,TCRED4,12/31/06,B,1.15,0.55,"365,600","91,942","11,790","227,445",0,"86,101","251,576","93,703",0,"115,200","3,555","111,645",0,0,256,"82,300","82,300",0,10,2,0,"649,305","115,456",103,72,31,0,0,0,103,0,0,5,0,1.71,0,54,28,18,3,0,0,
785,10/17/74,1263,148,148,SEC13A,12/31/06,A,1.01,1.67,"125,863","45,352",996,"78,619",0,"81,535","78,628","29,659",0,"35,000",0,"35,000",0,0,0,"23,900","23,900",0,1,3,0,0,"35,000",34,7,27,0,0,0,34,0,0,0,0,1.35,0,22,12,0,0,0,0,
786,1/15/75,417,49,85,SEC13A,12/31/06,F,0.37,0.51,"57,037","39,807","1,862","41,643",0,"35,481","85,992","16,957",0,"21,217","5,567","15,650","4,521",0,0,"20,871","16,350","4,521",1,4,1,"95,832","25,738",22,5,17,0,0,0,22,0,0,0,0,1.59,3,3,16,0,0,0,0,
787,5/15/75,397,133,21,SEC13A,12/31/06,A,1.19,2.67,"280,104","14,443","17,820","209,003",0,"464,818","264,240","90,435",0,"87,750",0,"87,750",0,0,0,"65,010","65,010",0,8,2,0,"1,248,866","87,750",100,25,75,0,0,100,0,0,0,5,0,1.1,0,90,10,0,0,0,0,
788,12/4/74,60,319,65,SEC13A,12/31/06,A,1.13,1.11,"230,529","47,957","1,329","160,843",0,"73,838","130,497","63,689",0,"59,642","6,454","53,188",0,0,550,"54,096","54,096",0,6,2,0,"368,887","60,192",61,0,60,0,1,0,61,0,0,0,0,1.92,0,24,22,11,4,0,0,
789,5/15/75,885,229,15,SEC236,12/31/06,B,1.18,0.88,"594,552","83,863","18,856","417,228",0,"377,875","590,192","162,433",0,"121,497","6,059","115,438","1,700",0,0,"113,536","111,836","1,700",1,16,2,"10,142","123,197",162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0,
790,9/15/75,666,149,156,RAD,12/31/06,B,1.09,0.97,"1,448,940","273,640","11,011","1,072,795",0,"744,767","1,234,860","470,789",0,"336,637","48,243","288,394",0,0,"10,724","264,038","264,038",0,7,6,6,"234,351","347,361",191,77,114,0,0,116,75,0,0,15,0,1.84,0,87,63,25,16,0,0,
791,6/26/75,1216,149,156,RAD,12/31/06,B,1.14,0.98,"1,016,505","134,015","23,466","755,242",0,"252,258","590,620","334,097",0,0,0,0,0,0,0,"165,000","165,000",0,1,12,4,0,"228,985",250,250,0,0,0,250,0,0,0,13,0,1.2,0,200,50,0,0,0,0,
792,10/17/74,904,257,124,SEC236,12/31/06,D,0.59,1.1,"352,802","94,324","6,549","429,096",0,"674,745","802,754","188,777",0,"132,448","21,363","111,085","1,165",0,"3,120","119,873","118,708","1,165",2,7,4,"59,923","136,733",181,95,86,0,0,89,92,0,0,9,0,1.27,0,144,27,8,2,0,0,
793,9/9/76,620,158,122,SEC13A,12/31/06,A,0.95,1.41,"400,707","50,891","2,099","365,334",0,"262,053","260,348","74,675",0,"69,080",0,"69,080",0,0,0,"56,400","56,400",0,9,3,0,0,"69,080",50,20,10,20,0,0,50,0,0,0,0,2.98,0,0,17,17,16,0,0,
794,1/11/74,1032,223,82,MISC,12/31/06,F,-0.86,0.25,"-3,009","2,260",80,"6,195",0,"8,882","39,139","2,894",0,"8,000",0,"8,000",0,0,0,"8,000","8,000",0,1,2,0,"5,440","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1,
795,10/17/74,753,229,15,SEC13A,12/31/06,A,1.03,1.16,"1,018,675","300,153","27,321","669,449",0,"468,714","695,795","291,986",0,"223,115","1,578","221,537",0,0,0,"238,040","238,040",0,84,2,0,"890,802","223,115",270,68,202,0,0,0,270,0,0,0,0,1.82,0,112,102,48,8,0,0,
796,4/15/75,1108,229,15,TCRED4,12/31/06,B,1.04,0.27,"121,597","59,294","2,314","57,658",0,"29,880","136,776","24,948",0,"22,584","4,396","18,188",0,0,0,"20,420","20,420",0,2,4,0,"10,869","22,584",28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0,
797,4/15/75,839,492,62,SEC13A,12/31/06,B,4.58,0,"114,266","10,350",513,"22,581",0,0,0,0,0,"10,126","2,431","7,695",0,"1,820",0,"8,698","8,698",0,1,5,0,"2,279","11,946",10,3,0,7,0,0,10,0,0,0,0,1.9,0,1,9,0,0,0,0,
798,6/15/76,906,145,153,SEC13A,12/31/06,B,1.3,0,"31,116","4,500",155,"20,350",0,0,0,0,0,"9,835","1,086","8,749",0,0,0,"8,749","8,749",0,1,5,0,"3,982","9,835",8,2,6,0,0,0,8,0,0,0,0,2.38,0,0,6,1,1,0,0,
799,3/21/78,238,230,9,S8SUBR,12/31/06,A,1.22,2.44,"693,099","167,194","18,091","417,928",0,"528,495","372,100","155,130",0,"132,075","22,112","109,963",0,"1,820",0,"106,859","106,859",0,6,5,4,"126,531","133,895",130,130,0,0,0,93,37,0,0,8,0,1.81,0,77,24,6,23,0,0,
800,4/1/77,831,89,114,S8NCON,12/31/06,B,1.18,0.91,"3,020,088","194,148","40,780","2,350,706",0,"1,094,265","2,106,445","903,855",0,"158,781","2,120","156,661","10,058",0,0,"115,599","106,048","9,551",1,14,2,0,"168,839",188,188,0,0,0,188,0,0,0,20,0,0.78,54,121,13,0,0,0,0,
801,10/15/75,483,66,8,S8SUBR,12/31/06,A,1.18,1.64,"489,391","129,917","7,938","297,063",0,"324,788","376,673","178,578",0,"130,135",0,"130,135",0,0,0,"82,820","82,820",0,1,5,1,"202,004","130,135",109,81,28,0,0,109,0,0,0,11,0,1.11,0,97,12,0,0,0,0,
802,8/13/80,1284,148,111,S8NCON,12/31/06,A,1.51,2.32,"951,369","126,822","5,874","543,318",0,"397,606","485,176","313,997",0,"108,411","16,827","91,584",0,0,360,"99,290","99,290",0,6,3,2,"1,104,682","108,771",130,129,0,1,0,79,51,0,0,15,0,1.65,0,58,60,12,0,0,0,
803,6/26/75,988,223,82,SEC13A,12/31/06,F,0.84,0.71,"174,171","65,516","3,724","124,989",0,"240,390","403,469","65,674",0,"50,487","9,279","41,208","1,500",0,"3,877","41,208","39,708","1,500",4,4,0,"42,167","55,864",49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0,
804,4/2/77,828,89,114,S8NCON,12/31/06,A,1.27,1.18,"3,410,500","95,955","23,016","2,584,876",0,"1,394,512","2,149,851","969,957",0,"180,575","2,120","178,455","10,058",0,0,"131,415","121,864","9,551",1,16,2,"22,467","190,633",216,216,0,0,0,216,0,0,0,22,0,0.78,62,139,15,0,0,0,0,
805,11/19/74,723,80,39,SEC13A,12/31/06,F,0.56,0.4,"476,689","229,063","22,684","401,764",0,"130,355","503,172","176,753",0,"173,237","12,164","161,073",0,344,"7,008","155,280","155,280",0,12,3,0,"633,834","180,589",176,44,88,44,0,0,176,0,0,0,0,1.75,0,84,60,24,8,0,0,
806,7/21/76,536,143,152,S8NCON,12/31/06,A,1.04,2.62,"558,926","19,690","18,644","498,574",0,"543,878","529,477","322,228",0,"108,416",0,"108,416",0,0,0,"89,500","89,500",0,1,11,0,0,"108,416",130,129,0,1,0,129,1,0,0,7,0,1.15,0,110,20,0,0,0,0,
808,5/15/75,194,229,15,M2WDEC,12/31/06,B,1.01,0.92,"439,664","95,518","8,014","332,831",0,"210,270","372,664","144,015",0,"104,521","24,493","80,028",0,"8,269",0,"84,900","84,900",0,1,10,2,"75,702","112,790",130,52,78,0,0,130,0,0,0,13,0,1,10,110,10,0,0,0,0,
809,5/15/75,1022,93,140,S8SUBR,12/31/06,A,1.46,1.83,"1,087,390","220,776","12,835","582,869",0,"981,749","833,511","297,350",0,"241,320","36,597","204,723","1,859","26,611","5,774","184,219","182,360","1,859",17,3,3,"153,184","275,564",220,156,0,64,0,0,220,0,0,0,0,1.81,0,95,99,10,5,11,0,
810,3/21/78,7,36,109,S8NCON,12/31/06,A,1.12,16.34,"633,486","247,050","16,373","329,264",0,"642,578","239,503","200,178",0,"92,998","17,000","75,998",0,0,0,"76,280","76,280",0,6,2,0,"273,252","92,998",100,100,0,0,0,100,0,0,0,10,1,1.2,0,80,20,0,0,0,0,
811,8/29/78,862,122,50,S8NCON,12/31/06,A,1.14,3.24,"595,083","19,857","13,663","492,892",0,"731,039","469,563","244,115",0,"74,718","11,472","63,246",0,0,"2,574","57,230","57,230",0,1,4,1,"39,750","77,292",87,87,0,0,0,87,0,0,0,5,0,1.05,0,83,4,0,0,0,0,
812,9/15/75,237,122,50,S8NCON,12/31/06,B,0.92,3.65,"403,356","69,211","16,790","346,305",0,"640,408","275,540","100,282",0,"76,407","16,233","60,174",0,0,0,"61,000","61,000",0,1,6,2,"44,600","76,407",90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0,
813,9/9/76,175,80,39,SEC13A,12/31/06,A,1.19,1.41,"2,509,078","523,302","29,527","1,644,892",0,"876,173","1,201,038","580,580",0,"513,771","6,114","507,657",0,0,0,"443,976","443,976",0,43,4,2,"2,281,523","513,771",441,166,275,0,0,0,441,0,0,22,0,1.96,0,188,124,89,40,0,0,
814,4/15/75,844,122,16,SEC13A,12/31/06,F,0.82,0.45,"803,949","450,884","20,484","406,161",0,"467,759","1,211,143","178,687",0,"183,277","17,631","165,646","13,444",0,0,"114,444","101,000","13,444",1,7,2,"30,955","196,721",122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0,
816,7/21/76,182,85,44,S8SUBR,12/31/06,A,1.25,2.8,"1,359,572","136,546","41,420","945,930",0,"2,212,515","1,147,941","356,412",0,"197,087","56,049","141,038",0,0,0,"132,150","132,150",0,1,8,3,"129,506","197,087",183,183,0,0,0,183,0,0,0,9,0,1.24,0,139,44,0,0,0,0,
817,1/13/77,797,103,72,S8NCON,12/31/06,A,1.21,1.31,"992,559","177,867","78,401","610,186",0,"775,618","816,040","224,482",0,"177,023","39,926","137,097",0,0,"3,444","136,828","136,828",0,2,8,4,"131,017","180,467",209,209,0,0,0,209,0,0,0,21,0,1.1,0,189,20,0,0,0,0,
818,7/21/76,547,175,76,S8SUBR,12/31/06,C,-0.11,3.21,"63,297","74,993","2,562","128,563",0,"373,645","180,721","64,304",0,"56,065","14,124","41,941",0,0,0,"39,950","39,950",0,1,6,1,"11,186","56,065",61,61,0,0,0,6,55,0,0,3,0,1,6,49,6,0,0,0,0,
823,6/15/76,899,175,71,S8SUBR,12/31/06,A,1.45,3.95,"625,584","17,441","18,382","406,358",0,"721,707","281,671","98,934",0,"40,806",0,"40,806","3,500",0,272,"32,941","30,641","2,300",8,4,0,"14,759","44,578",36,36,0,0,0,0,36,0,0,1,0,2,0,18,6,6,6,0,0,
824,7/24/75,1123,232,5,SEC13A,12/31/06,C,0.85,1.42,"347,785","27,588","40,049","327,675",0,"224,568","283,397","125,000",0,"119,832","27,257","92,575","4,700",0,0,"108,350","103,650","4,700",2,8,2,"65,255","124,532",147,37,110,0,0,147,0,0,0,6,0,1.12,0,130,17,0,0,0,0,
826,6/15/76,1261,80,39,S8NCON,12/31/06,A,2.33,29.25,"484,683","49,289","33,030","172,353",0,"2,129,600","142,376","69,576",0,"64,507","12,365","52,142",0,0,0,"54,000","54,000",0,2,4,2,"90,172","64,507",87,87,0,0,0,87,0,0,0,5,0,1.1,0,78,9,0,0,0,0,
827,2/6/79,242,130,22,S8NCON,12/31/06,A,1.19,16.09,"1,050,091","420,242","25,523","506,856",0,"3,307,374","573,033","367,522",0,"135,699","30,902","104,797",0,0,0,"104,585","104,585",0,4,8,4,"104,642","135,699",151,150,0,0,1,134,16,0,1,13,0,1.43,0,114,21,4,12,0,0,
828,6/15/76,1269,89,121,S8SUBR,12/31/06,A,1.58,2.14,"224,054",0,"7,101","136,992",0,"160,433","131,207","56,362",0,"61,827","11,803","50,024",0,"6,305",0,"40,500","40,500",0,3,5,1,"103,237","68,132",55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0,
830,12/10/98,1045,257,124,S8NCON,12/31/06,A,1.55,1.47,"661,870","290,830","12,660","230,521",0,"255,374","226,891","53,252",0,"64,747",0,"64,747",0,0,0,0,0,0,1,7,2,0,"64,747",95,94,0,0,1,94,1,0,0,12,0,1.13,0,83,12,0,0,0,0,
831,3/10/78,765,147,154,S8NCON,12/31/06,A,1.05,2.23,"1,070,052","155,879","24,638","850,103",0,"714,989","712,025","390,970",0,"156,000","4,800","151,200",0,0,0,"131,900","131,900",0,9,3,2,"499,241","156,000",164,164,0,0,0,124,40,0,0,15,0,1.49,0,104,40,20,0,0,0,
832,7/9/79,987,257,124,S8NCON,12/31/06,A,1.28,1.4,"878,976","135,477","5,873","574,084",0,"638,287","651,014","194,247",0,"144,127","3,069","141,058","1,824",0,0,"145,909","143,498","2,411",1,7,2,"92,802","145,951",161,161,0,0,0,155,6,0,0,16,0,1.07,0,155,0,6,0,0,0,
833,3/3/78,861,228,51,S8SUBR,12/31/06,C,0.75,2.27,"50,868","12,198","1,579","49,633",0,"131,482","77,070","19,225",0,"18,587",0,"18,587","4,143",0,0,"16,613","12,470","4,143",1,3,0,"16,265","22,730",17,17,0,0,0,17,0,0,0,0,0,1.24,3,7,7,0,0,0,0,
834,3/21/78,391,257,124,S8NCON,12/31/06,A,1.03,1.42,"996,930","86,550","16,903","866,388",0,"286,085","734,722","533,748",0,0,0,0,0,0,0,"173,380","173,380",0,31,2,0,"2,112,660","205,173",200,200,0,0,0,112,88,0,0,20,0,1.64,0,112,56,23,9,0,0,
835,3/21/78,836,64,135,S8SUBR,12/31/06,A,1.66,2.4,"506,192","72,823","4,677","259,028",0,"773,781","418,896","96,200",0,"68,975","1,100","67,875","5,625",0,0,"59,510","53,910","5,600",1,7,2,"24,185","74,600",64,64,0,0,0,23,41,0,0,4,0,1.53,0,32,30,2,0,0,0,
836,9/15/75,218,229,15,TCRED4,12/31/06,A,1.09,2.99,"327,933","69,560","4,012","232,601",0,"180,777","162,876","102,331",0,0,0,0,0,0,0,"60,000","60,000",0,1,7,2,"23,573","97,020",100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0,
838,8/27/79,511,138,8,S8NCON,12/31/06,A,1.35,3.77,"1,296,798","337,370","11,389","701,382",0,"471,406","633,112","507,979",0,"181,983","34,792","147,191",0,0,"8,071","143,800","143,800",0,8,5,3,"510,958","190,054",194,194,0,0,0,117,77,0,0,12,0,1.45,0,128,50,10,6,0,0,
840,11/20/79,999,152,74,S8NCON,12/31/06,D,0.64,1.1,"219,238","35,617","1,599","285,536",0,"270,294","338,407","92,119",0,"78,084","13,134","64,950",0,0,"3,451","60,831","60,831",0,4,2,1,"95,289","81,535",73,73,0,0,0,0,73,0,0,3,0,1.77,0,29,34,8,2,0,0,
841,4/15/77,371,67,101,S8NCON,12/31/06,A,2.56,1.57,"718,688","145,588","30,599","212,208",0,"200,821","150,904","22,882",0,0,0,0,0,0,0,"59,476","59,476",0,1,7,2,"96,900","89,390",96,95,0,1,0,95,1,0,0,6,0,1.27,0,70,26,0,0,0,0,
842,9/15/75,703,148,155,SEC13A,12/31/06,A,1.14,3.31,"76,147","17,996",499,"50,548",0,"62,637","38,793","19,862",0,"18,334",0,"18,334",0,0,0,"17,603","17,603",0,3,2,0,"44,556","18,334",12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0,
844,8/29/78,233,66,8,S8NCON,12/31/06,A,0.96,1.81,"1,431,737","123,379","9,744","1,355,272",0,"703,821","1,089,268","701,440",0,0,0,0,0,0,0,"110,130","110,130",0,2,9,4,"77,400","160,080",198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0,
845,8/29/78,674,148,111,S8NCON,12/31/06,A,1.31,6.28,"1,398,944","101,352","14,831","980,956",0,"752,357","892,553","772,803",0,0,0,0,0,0,0,"92,355","92,355",0,2,5,4,"158,463","135,800",125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0,
851,9/24/79,284,89,114,S8NCON,12/31/06,A,1.4,4.16,"642,247","74,797","6,051","399,667",0,"461,121","172,650","61,847",0,0,0,0,0,0,0,"77,616","77,616",0,1,2,0,"514,008","101,096",120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0,
852,12/21/79,187,257,124,S8SUBR,12/31/06,C,0.87,14.8,"540,827","98,801","9,128","497,412",0,"1,651,956","322,262","210,652",0,"61,738","3,424","58,314","6,185",0,0,"46,449","40,742","5,707",1,6,2,"13,534","67,923",70,70,0,0,0,70,0,0,0,7,0,1.07,0,65,5,0,0,0,0,
853,9/24/79,407,159,73,S8NCON,12/31/06,A,1.04,6.21,"411,035","49,553","36,516","312,346",0,"1,040,983","275,515","107,759",0,"84,941","14,204","70,737",0,0,"5,743","68,072","68,072",0,1,6,2,"71,952","90,684",100,100,0,0,0,81,19,0,0,10,0,1.3,0,76,18,6,0,0,0,
855,4/27/82,428,67,101,S8SUBR,12/31/06,A,0.96,2.62,"565,420","34,371","5,797","549,290",0,"277,052","382,777","277,099",0,"86,054","1,234","84,820",0,0,0,"52,229","52,229",0,5,4,1,"162,493","86,054",86,85,0,1,0,80,6,0,0,7,0,1.17,5,67,8,6,0,0,0,
856,7/19/79,820,257,124,S8SUBR,12/31/06,A,1.05,2.31,"1,366,920","192,898","22,069","1,095,363",0,"1,154,181","1,352,796","852,229",0,0,0,0,0,0,0,"123,250","123,250",0,6,6,4,"54,491","185,970",183,183,0,0,0,22,161,0,0,9,0,1.03,18,141,24,0,0,0,0,
857,9/27/79,517,229,15,S8SUBR,12/31/06,A,1.2,5.3,"670,731","105,940","18,500","454,222",0,"654,077","272,438","149,062",0,0,0,0,0,0,0,"64,300","64,300",0,1,4,1,"123,295","90,221",94,93,0,0,1,91,3,0,0,10,0,1.15,0,83,8,3,0,0,0,
859,7/2/85,220,122,50,SOFT,12/31/06,A,1.06,1.26,"625,285","79,283","13,536","502,552",0,"320,897","327,243","72,529",0,"128,476","2,065","126,411",0,0,0,"82,443","82,443",0,1,7,2,"46,564","128,476",99,25,0,74,0,0,99,0,0,5,0,1.76,0,24,75,0,0,0,0,
862,9/20/79,111,83,75,S8SUBR,12/31/06,A,1.18,2.23,"680,025","177,194","9,693","418,235",0,"273,422","225,080","102,297",0,"78,052","16,110","61,942","14,950","1,806",0,"73,895","58,945","14,950",1,6,1,"33,178","94,808",85,85,0,0,0,85,0,0,0,9,0,1,6,73,6,0,0,0,0,
864,7/9/79,687,104,77,S8NCON,12/31/06,A,1.57,4.38,"411,014",0,"7,895","256,373",0,"554,151","263,857","137,417",0,0,0,0,0,0,0,"35,268","35,268",0,9,2,0,"118,483","46,728",56,56,0,0,0,56,0,0,0,6,0,1.18,0,46,10,0,0,0,0,
865,9/25/84,730,229,77,SOFT,12/31/06,B,1.08,0.82,"704,311","16,855",494,"638,082",0,"139,401","419,666","249,933",0,"93,598","14,464","79,134",0,0,"3,732","75,196","75,196",0,3,6,2,"435,600","97,330",100,25,0,75,0,0,100,0,0,5,0,1.41,0,68,23,9,0,0,0,
866,2/23/79,670,148,111,S8NCON,12/31/06,A,1.29,7.82,"603,090","83,487","8,034","396,121",0,"213,048","318,209","290,948",0,"60,420","4,190","56,230",0,0,0,"43,360","43,360",0,3,3,0,0,"60,420",61,60,0,0,1,42,19,0,0,6,0,1.31,0,42,19,0,0,0,0,
868,10/18/82,124,48,95,S8SUBR,12/31/06,A,1.23,6.4,"206,733","13,719","1,521","156,314",0,"53,878","81,383","72,969",0,"22,510","5,554","16,956",0,0,0,"17,082","17,082",0,1,4,1,"28,364","22,510",30,30,0,0,0,30,0,0,0,2,0,1.07,0,28,2,0,0,0,0,
869,8/11/82,398,257,124,S8NCON,12/31/06,A,1.24,3.56,"1,062,377","80,895","13,726","782,515",0,"520,381","644,393","498,099",0,"119,043","15,846","103,197",0,0,"2,779","101,635","101,635",0,10,2,0,"1,742,400","121,822",136,136,0,0,0,102,34,0,0,10,0,1.63,0,70,46,20,0,0,0,
871,9/28/79,499,148,111,S8NCON,12/31/06,A,1.32,6.55,"1,275,529","224,216","11,122","786,450",0,"446,513","540,781","472,616",0,0,0,0,0,0,0,"83,590","83,590",0,4,3,0,"687,507","101,672",114,113,0,0,1,114,0,0,0,6,0,1.26,0,84,30,0,0,0,0,
872,3/11/81,769,148,111,S8NCON,12/31/06,A,1.25,6.01,"1,264,880","183,917","13,519","853,899",0,"494,902","657,043","574,656",0,"131,894","3,860","128,034",0,0,0,"91,262","91,262",0,2,5,2,"483,080","131,894",130,130,0,0,0,130,0,0,0,12,0,1.29,0,92,38,0,0,0,0,
873,11/7/80,104,290,45,S8SUBR,12/31/06,A,1.13,2.45,"1,155,975","340,411","52,409","672,945",0,"299,877","549,434","427,000",0,0,0,0,0,0,0,"94,020","94,020",0,3,3,3,"705,263","125,280",160,160,0,0,0,160,0,0,0,16,7,1.09,0,145,15,0,0,0,0,
874,4/28/80,116,122,50,S8NCON,12/31/06,A,1.31,6.5,"2,484,534","433,104","39,983","1,537,976",0,"1,389,398","939,149","725,301",0,"238,209","6,074","232,135",0,0,0,"166,226","166,226",0,1,7,3,"157,143","238,209",261,261,0,0,0,260,1,0,0,21,0,1.12,0,229,32,0,0,0,0,
875,11/21/79,160,122,50,S8SUBR,12/31/06,A,1.56,3.34,"1,821,106","448,003","23,539","866,980",0,"1,073,412","1,028,521","706,996",0,0,0,0,0,0,0,"105,270","105,270",0,4,4,4,"264,409","152,570",169,169,0,0,0,155,14,0,0,15,0,1.34,0,111,58,0,0,0,0,
876,11/20/81,1142,122,50,S8NCON,12/31/06,A,1.07,4.58,"1,435,310","165,070","25,988","1,164,958",0,"858,271","941,920","754,475",0,"126,816","20,955","105,861",0,0,302,"98,364","98,364",0,1,7,2,"106,362","127,118",161,160,0,0,1,160,1,0,0,16,0,1.13,0,140,21,0,0,0,0,
877,1/9/80,446,122,50,S8SUBR,12/31/06,A,1.38,7.54,"1,855,657","171,520","46,786","1,183,782",0,"2,133,358","811,033","528,086",0,0,0,0,1,0,0,"168,331","168,330",1,2,5,5,"143,355","267,825",230,230,0,0,0,148,82,0,0,19,0,1.44,0,128,102,0,0,0,0,
880,5/28/80,355,229,15,S8NCON,12/31/06,A,1.22,1.92,"886,497","140,078","5,107","609,850",0,"314,523","348,104","183,885",0,0,0,0,0,0,0,"109,340","109,340",0,28,2,0,"2,613,600","119,720",156,156,0,0,0,88,68,0,0,9,0,1.5,0,88,58,10,0,0,0,
881,4/27/82,1186,67,101,S8SUBR,12/31/06,A,1.07,1.95,"1,050,995","60,487","8,589","914,538",0,"512,668","697,806","435,267",0,0,0,0,0,0,0,"96,736","96,736",0,2,5,3,"166,740","144,857",140,139,0,0,1,130,10,0,0,14,0,1.2,0,115,22,3,0,0,0,
882,4/30/80,1218,160,136,S8NCON,12/31/06,A,1.08,4.38,"1,265,829","182,608","22,126","978,739",0,"842,493","627,924","167,265","268,109","142,053","8,125","133,928",0,0,0,"97,223","97,223",0,3,6,3,"169,901","142,053",162,162,0,0,0,150,12,0,0,22,0,1.02,38,99,13,8,4,0,0,
883,1/11/80,1187,160,136,S8NCON,12/31/06,A,1.06,4.32,"1,199,219","94,770","14,477","1,029,799",0,"538,941","828,199","409,034","294,402",0,0,0,0,0,0,"90,547","90,547",0,4,8,2,"106,703","139,104",159,159,0,0,0,143,16,0,0,10,0,1.19,0,130,27,2,0,0,0,
884,10/12/79,280,149,156,S8NCON,12/31/06,A,1.13,1.94,"804,680","100,000","10,948","615,574",0,"388,774","470,811","270,243",0,"98,900","2,437","96,463",0,0,0,"65,850","65,850",0,1,6,2,"243,936","98,900",101,100,0,0,1,100,1,0,0,6,0,1.21,0,80,21,0,0,0,0,
888,11/1/83,713,36,109,S8NCON,12/31/06,B,1.4,0.78,"963,660",0,"25,878","669,266",0,"280,577","661,334","303,185",0,"107,304","2,300","105,004",0,0,0,"85,208","85,208",0,3,3,0,"241,888","107,304",104,103,0,0,1,103,1,0,0,11,0,1.17,0,86,18,0,0,0,0,
889,4/4/80,329,36,109,S8SUBR,12/31/06,C,1.01,0.91,"583,674","88,662","12,270","478,490",0,"133,564","286,890","139,834",0,"140,000",0,"140,000",0,0,0,"130,232","130,232",0,13,2,0,"1,235,143","140,000",148,148,0,0,0,0,148,0,0,8,0,1.69,0,64,66,18,0,0,0,
890,10/7/80,322,141,151,S8SUBR,12/31/06,A,1.15,1.97,"208,816","35,055","7,412","144,086",0,"124,838","109,711","46,330",0,0,0,0,0,0,0,"27,750","27,750",0,6,5,1,"18,680","46,035",45,45,0,0,0,9,36,0,0,2,0,1.27,0,33,12,0,0,0,0,
891,10/31/80,539,122,50,S8NCON,12/31/06,A,1.47,5.52,"616,782","58,377","9,813","373,622",0,"455,472","288,040","205,573",0,"61,244","2,362","58,882",0,0,0,"42,416","42,416",0,1,4,2,"56,504","61,244",65,65,0,0,0,65,0,0,0,7,0,1.35,0,42,23,0,0,0,0,
892,6/16/80,1182,148,155,S8SUBR,12/31/06,A,1.57,11.22,"763,437","214,658","6,328","345,926",0,"662,811","293,154","234,072",0,0,0,0,0,0,0,"60,831","60,831",0,3,5,2,"130,284","74,356",89,89,0,0,0,73,16,0,0,8,0,1.19,11,53,22,3,0,0,0,
893,11/10/80,961,257,124,S8SUBR,12/31/06,A,1.16,2.59,"504,461","93,974","5,685","350,248",0,"961,864","470,991","99,564",0,0,0,0,0,0,0,"76,640","76,640",0,5,4,2,"49,600","93,610",100,100,0,0,0,77,23,0,0,0,0,1.11,9,71,20,0,0,0,0,
896,1/4/80,1226,149,156,S8SUBR,12/31/06,A,1.15,1.43,"1,069,474","186,153","13,320","755,159",0,"385,709","512,374","242,522",0,0,0,0,0,0,0,"139,760","139,760",0,11,5,4,"93,635","191,750",180,180,0,0,0,57,123,0,0,10,0,1.79,0,69,85,20,6,0,0,
897,10/5/79,360,36,109,S8SUBR,12/31/06,B,1.12,0.71,"240,239","41,299","3,019","175,295",0,"70,756","227,883","127,567",0,"56,749","9,007","47,742","1,215",0,0,"33,161","31,946","1,215",2,5,1,"22,038","57,964",50,50,0,0,0,50,0,0,0,5,0,0.96,5,42,3,0,0,0,0,
898,1/4/80,1230,229,15,S8SUBR,12/31/06,C,0.92,1.17,"665,080","44,000","1,764","669,848",0,"328,855","474,512","194,486",0,0,0,0,0,0,0,"106,250","106,250",0,8,6,0,"122,569","144,670",163,163,0,0,0,90,73,0,0,12,0,1.38,0,113,38,12,0,0,0,
